,工作标题,薪资,城市,地区,年限,学历,职限,职位详情,具体地点,公司名字,公司情况,职位标签,公司标签
50,采购质检主管,12k-19k,厦门,思明区,3-5年,大专,全职,"岗位JD： 
1、供应链内部人员的管理和事务的处理； 
2、跨部门的工作协调与沟通，确保工作计划的顺利达成； 
3、优化供应链管理（开发、维护、跟踪及评估体系），对采购成本进行分析判断和控制； 
4、对供应链环节进行监督、控制和协调，保证生产进度； 
5、熟悉面料、箱包款式版型及工艺，面料纱线及染色工艺，在箱包行业方面有一定的工作经验； 
6、及时完成临时交办的工作。 

任职资格： 
1、大专及以上学历； 
2、至少3年以上电商行业供应链管理经验，擅长供应商考核与谈判； 
3、协调和沟通能力强，有一定的数据分析能力，能根据各种数据的变化监控和分析电商供应链； 
4、有跨境电商行业供应链经验或包袋纺织品贸易公司/箱包纺织品工厂资源优先考虑。 

ps：**期间视频面试。",厦门-集美区-百通科技,某大型互联网公司,,"['IT技术服务｜咨询', 'Python', 'SQL', 'Scala', 'R语言']",“发展前景、弹性工作不打卡、全额缴纳五险一金”
51,箱包供应商高级开发,12k-19k,厦门,思明区,3-5年,大专,全职,"岗位JD： 
1、供应链内部人员的管理和事务的处理； 
2、跨部门的工作协调与沟通，确保工作计划的顺利达成； 
3、优化供应链管理（开发、维护、跟踪及评估体系），对采购成本进行分析判断和控制； 
4、对供应链环节进行监督、控制和协调，保证生产进度； 
5、熟悉面料、箱包款式版型及工艺，面料纱线及染色工艺，在箱包行业方面有一定的工作经验； 
6、及时完成临时交办的工作。 

任职资格： 
1、大专及以上学历； 
2、至少3年以上电商行业供应链管理经验，擅长供应商考核与谈判； 
3、协调和沟通能力强，有一定的数据分析能力，能根据各种数据的变化监控和分析电商供应链； 
4、有跨境电商行业供应链经验或包袋纺织品贸易公司/箱包纺织品工厂资源优先考虑。 

ps：**期间视频面试。",厦门-集美区-百通科技,厦门市多胶朋友工业有限公司,电商平台 / 天使轮 / 15-50人,"['电商平台', '商业｜交易产品', 'TO B', '产业互联网', '鞋']",“期权 年终奖 双休”
52,电商推广专员,5k-7k,厦门,侨英,不限,大专,全职,岗位职责： 1、根据公司战略，规划提出合理的推广方案，拆解推广预算及目标，并在实施过程中定期针对推广效果进行跟踪、评估，有效的控制投放成本，获得更多的展现流量 2、负责淘系与京东店铺推广，深耕直通车、超推、钻展等推广工具操作，通过优化关键词 /人群等方式进行店铺引流以及定向收割 3、负责提高各推广工具的推广能效，并根据实际数据变化及时反馈店铺及市场动态 4、与运营及设计部门保持密切沟通交流，保障推广方案高效执行 任职要求： 1、专科及以上学历，至少有半年以上全职推广工作经验 ,厦门-思明区-福建省厦门市思明区高雄路18号通达国际1403,海尼集团,电商 / 不需要融资 / 500-2000人,"['电商平台', 'TO C', '活动运营', '内容运营', '产品运营']",“公司提供完善的新媒体运营知识和运营技巧”
53,咨询助理（福州）(J13038),7k-9k,厦门,思明区,在校/应届,本科,全职,"工作职责： 1、根据项目经理安排开展行业研究、数据分析、项目建议书、可研、成果报告撰写等工作；2、承担各类会议、论坛、培训部分材料的编纂工作；3、选定专业模块或业务领域进行持续性的学习与研究；4、领导交待的临时性工作。任职资格： 1、2022届***本科及以上学历应届毕业生，计算机/软件工程/信息管理/数学与应用数学等理工科类专业； 
2、善于沟通，逻辑思维能力较强；3、工作耐心细致、认真负责，能够接受出差；4、有志于从事电力、能源、公用事业的管理与业务咨询；",厦门-湖里区-朗新科技,超元宇宙,"区块链,音频｜视频媒体,文化传媒 / 天使轮 / 少于15人","['区块链', 'C语言', 'C++', 'Python', 'GO']",“行业不内卷 有大神带队 技能提成 弹性工作”
54,广告投放优化师,6k-9k,厦门,侨英,1年以下,大专,全职,职位描述：1、每日操作快手广告后台，根据客户需求制定投放策略进行电商广告投放，定期监控、统计分析广告数据；2、持续进行广告效果优化，跟踪视频素材投放效果，降低广告成本。3、线上沟通客户广告需求，对客户问题进行答疑，提升客户对运营服务的满意度和关注度；3、促成客户的继续充值及后续广告投放；4、定期探索研究行业广告新链路，新玩法；职位要求：1、本科学历，优秀者可放宽至大专；,厦门-思明区-软件园望海路10--3号楼,海尼集团,电商 / 不需要融资 / 500-2000人,"['电商平台', '医疗｜保健｜美容']",“具备完善的人才培训体系和晋升机制”
55,市场分析专员,6k-9k,厦门,思明区,3-5年,本科,全职,"工作内容： 1. 负责全国销售市场费用的管理，包括市场年度预算的制定及分配， 月度市场费用计划收集和审核，市场费用的实际达成跟踪及行动计划跟进，能将风险及时向上反馈。 2. 沟通各事业部市场费用管理负责人，协助做好费用计划/管控及风险预警，并协助解决日常业务执行过程中遇到的问题。 3. 负责市场费用管理报表的发布，考核事业部市场投入KPI 指标并跟踪次月市场投入计划调整。 4. 根据市场费用投入策略变化，负责市场费用相关管理系统的主数据维护及流程优化。 5. 其他临时市场投入分析需求以提供良好的数据支持给到总部商务投入策略制定方。 能力要求： 1. EXCEL使用熟练，基本SQL 技能,良好的数据分析技能。 ",厦门-思明区-软件园二期望海路33号楼一楼,准动网络科技,"移动互联网,企业服务 / B轮 / 150-500人","['软件服务｜咨询', 'IT技术服务｜咨询', 'TO B', '基础业务产品', '策略产品']",“Nice团队/弹性工作/海景办公/深耕平台”
56,物流专员,8k-15k,厦门,思明区,3-5年,本科,全职,"岗位职责 
1、负责项目的仓储、配送运营操作； 
2、负责根据客户需求报表制作、发送，与客户沟通； 
3、负责与物流板块的供应商沟通并对供应商进行KPI考核； 
4、负责内部的沟通协调，确保业务的衔接沟通顺畅 
5、负责物流账单对账结算； 
6、负责对各类物流业务异常情况的跟踪，反馈，处理； 
7、负责对单据审核，整理，归档； 
8、负责对物流业务进行数据分析，并提交对应的分析报告。 

任职要求： 
1、本科以上学历，物流管理类相关专业优先； 
2、3年及以上物流项目运营相关工作经验，第三方大型企业或国企冷链食品运输运营经验最佳； 
3、有良好的职业道德操守，强烈的责任心，敬业，具有团队合作意识，工作认真负责，细心，具有亲和力、正直、诚信； 
4、有较强的协调，沟通及分析能力，能够承受较大的工作压力。",厦门-思明区-建发大厦,众联世纪,移动互联网 / A轮 / 150-500人,"['短视频', '电商平台', '中国市场']",“高底薪 高提成 带薪培训 六险一金 弹性时间”
57,广告投放主管,16k-30k,厦门,鹭江,5-10年,本科,全职,"【工作职责】 
1、独立策划与执行铂爵会自有品牌广告投放方案 
2、熟悉腾讯、今日头条、百度等展示和效果类广告的投放与优化 
3、制定广告素材，及时跟进素材投放效果，持续优化，对ROI&新增量级负责 
4、关注媒体动向及竞品产品能力，输出分析报告协助提升平台产品能力 

【岗位要求】 
1、**本科及以上学历，至少3年投放经验，有成功案例 
2、了解国内互联网广告市场现状及动态（不限行业，电商/社交为佳） 
3、具备良好的策划能力、文案功底、创新能力、数据分析能力",厦门-翔安区-铂爵旅拍总部大楼16楼,优梨数字,"在线医疗,医疗｜保健｜美容,IT技术服务｜咨询 / 未融资 / 50-150人","['医疗｜保健｜美容', '中国市场']",“入职即交五险一金，朝九晚六双休”
58,客户经理,15k-30k,厦门,思明区,不限,大专,全职,"好工作怎么选 


想要大平台： 
婚礼纪成立于2013年，目前已在D+轮融资，19年获7000万美金融资，准上市公司，结婚产业独角兽企业，C端用户突破近1亿，移动端下载量占结婚服务市场多年**，实至名归的结婚产业龙头老大！ 


想要好行业： 
国家政策：近年来教育、房产等行业受国家政策影响极大，通时三胎入法、离婚冷静期等政策和举措给结婚产业释放了极大的信好！国家支持，不怕失业！ 
新生代结婚消费水平提高：据婚礼纪和36氪研究院庞大的数据分析显示，新生代结婚消费力连年提升，结婚平均花费23.1万元，截止2020年结婚消费市场突破1.5万亿元！ 
结婚是刚需，在国家政策的强有力支持下，选择结婚产业必定是不错的选择! 


想要好产品： 
婚礼纪业务含线上、线下，线上有自己的APP、网页端、专门根据结婚行业商业需求所研发的SaaS系统及其他产品等；线下多种业务同步开展！产品多，质量好，不怕没人要！ 


想要好福利： 
入职缴纳六险一金、带薪年假病假、法定节假日休息、节日/生日/周年/结婚福利等应有尽有！ 


想要有晋升： 
一年4次晋升机会，所有晋升公开、透明！ 
---------------------------------- 
工作内容： 
收集整理客户资料——通过各种方法与客户建立联系——用你的销售技巧搞定客户达成成交——做好客户维护 
邀约商户入驻平台；广告推广/流量曝光、SaaS系统等产品的售卖 

工作性质： 
电销+面销（主要），上午在公司复盘、总结、联系客户，下午外出约客户进行拜访达成成交 

客户群体： 
婚礼产业商家：婚纱摄影、婚礼策划、婚纱礼服、婚宴酒店、四大金刚、珠宝首饰、跟妆司仪等 

你所需要具备的能力： 
1、***大专以上学历，有互联网、团购、电子商务、广告或婚礼行业工作经验优先； 
2、热爱销售、乐于挑战、积极乐观、富有激情和创新理念; 
3、具备较强的学习能力和适应能力，为人正直，诚实可靠； 
4、良好的学习能力、沟通能力、商务谈判能力，快速适应互联网行业的发展； 
5、基本的excle，word，ppt操作。 


福利待遇： 

1、入职后签订劳动合同，给您职业安全感保障； 
2、完善的社会统筹保险，入职即缴纳六险一金； 
3、入职总部统一培训机会，有准备的开始你的工作； 
4、优厚的提成待遇，完善的晋升机制及奖励机制，高额提成； 
5、丰富多彩的各项团建活动，公司提供团建费； 
6、入职享受带薪年假5天、带薪病假5天，劳逸结合； 
7、享受国家法定节假日、以及节日福利、生日福利； 
8、公司提供入职体检、年度体检，健健康康上班； 
9、入职后员工结婚更有结婚大礼包。",厦门-湖里区-汇盈大厦1005,家乡互动,"移动互联网,游戏 / 不需要融资 / 150-500人","['游戏', '中国市场']",“上市游戏公司；投放量级高；团队成熟”
59,产品经理,10k-15k,厦门,思明区,3-5年,本科,全职,"岗位职责：1、负责平台业务的产品策划和设计工作，有强烈的产品创新意识，深入市场和行业动向，为部门引入、设计和定制具有市场竞争力的产品；2、 了解市场趋势及竞品动态，及时获取反馈同业信息，并归纳总结形成有参考价值的优化建议；3、 负责产品的界面、功能、流程设计、协调开发人员进行开发工作，推动及协调产品的开发进度；4、 对用户体验负责，根据用户反馈、数据分析对产品进行持续优化，提升用户体验；5、 协调和推动护理平台产品和相关服务的上线；6、 完成领导交代的其他工作。任职要求：
",厦门-思明区-门市软件园二期观日路48号4楼,家乡互动,"移动互联网,游戏 / 不需要融资 / 150-500人","['游戏', '内容运营']",“平台实力强、发展空间大”
60,网站编辑,3k-5k,厦门,思明区,不限,大专,全职,"【岗位职责】1、负责公司旗下网站日常编辑工作及详细页的更新工作；2、负责网站电脑/手机软件、游戏收录与更新，软件审核；3、审核用户评论，并进行有针对性的回复；4、分析用户需求，制作相应专题；5、收集、研究和处理网站用户的意见和反馈信息；6、对访问量进行数据分析，并给出提升网站访问量和用户体验的建议；【任职要求】
",厦门-集美区-软件园三期A区04栋903单元,最有料,企业服务 / 不需要融资 / 50-150人,"['贸易｜进出口', '内容资讯', 'TO B', 'TO C', '用户运营']",“集团公司，朝阳行业，优秀的团队”
61,数据工程师,9k-15k,厦门,湖里区,在校/应届,本科,全职,"岗位职责：1.视频监控领域相关数据处理与维护；2.图像处理、模式识别相关数据处理；3.协助完成AI产品结构化数据的整理和分析工作。岗位要求：
1.本科及以上学历；2.熟悉C、C++、matlab等基础编程语言；3.有相关数据分析、数据处理经验者优先；",厦门-思明区-莲前街道观音山国际商务运营中心7号楼301,中闽汇金,金融 / 不需要融资 / 15-50人,"['金融业', 'Python', '数据分析', '因子挖掘', '研报复现']",“专业专注、诚信高效、合作共赢”
62,谷歌广告投放,6k-8k,厦门,思明区,1-3年,本科,全职,"负责谷歌海外推广竞价及数据分析，根据分析结果调整竞价推广。 
工作内容： 
1、根据不同客户及产品，制定相对应的广告投放方案与策略。 
2、能根据账号投放效果及时调整投放策略，跟进广告投放效果，并提出和执行相应解决对策。 
3、独立分析广告投放数据，定期对投放情况进行分析，持续精准高效投放效果，并能根据分析效果并结合客户需求，制定广告追加方案。 
要求： 
1. 本科学历 
2. 英语读写流畅，英语4级及以上； 
3. 责任心强，有良好的团队合作精神； 
4.工作耐心细致，思维活跃，有一定的互联网工作经验 
5、具备搞压能力及处理问题，安排进度，跟进进程，沟通及解决问题能力。 
工作时间5天8小时；收入构成：基本工资+绩效+提成。独立投放后薪资可达8K--25K，每月9月发工资，15号发绩效提成。 
三高企业，可协助落户及保障房申请。",厦门-湖里区-湖里创新园西区护安路73-75号梅花大厦一楼google体验中心,百威投资（中国）有限公司,制造业 / 上市公司 / 2000人以上,"['新零售', '批发｜零售']",“世界500强，六险一金（最高12%）”
63,财务（核算）,5k-6k,厦门,集美区,1-3年,本科,全职,岗位名称: 财务（营销核算分析方向） 岗位职责： 负责公司营销业务的全面预算、核算管理，通过财务视角，提供合理化建议； 负责监督营销业务财务规范性，掌握实时营销数据，预警经营风险； 负责营销业务的数据收集、整理与分析，根据商品、渠道等分析结果，掌握运营规律。 为公司重大经营活动做数据分析，为管理层决策提供意见。 配合公司完成其他工作。  ,厦门-思明区-思明区软件园二期望海路57号楼之一801d,秋戈贸易,"电商平台,新零售,贸易｜进出口 / 未融资 / 少于15人",['贸易｜进出口'],“五险一金+绩效津贴+节日福利”
64,电商运营助理,4k-5k,厦门,集美区,1-3年,大专,全职,"1.协助运营专员，进行跨境店铺的日常管理，负责产品上架，订单处理等工作 
2.收集产品市场状况及竞争对手状况，进行汇总整理 
3.销售报表与产品数据分析的整理，对新品的销售进行汇报 
4.上级安排其他事宜 
招聘要求： 
1.英语四级及以上， 具备一定英文书写能力，会基础ps. 
2.能承受一定工作压力，由较强的学习能力，做事细心，对数据有敏感度 
3.可以接受无经验，公司提供培训机会，合格者1-3个月提升为运营专员，底薪5000+2500绩效考核 
待遇： 
1.3500-4500 
2.缴纳五险（医疗险、失业险、生育险、养老险、工伤险） 
上班时间：早9晚6，双休 一天7.5小时",厦门-集美区-天阳路,邦维尼,"电商,医疗丨健康 / 未融资 / 50-150人",['电商平台'],“六险一金、扁平化管理、生日会”
65,市场助理/专员,3k-6k,厦门,集美区,在校/应届,本科,全职,【工作内容】 - 协助品牌的建设及运营，进行市场调研、挖掘产品优势、行业分析、客户案例等优质内容 - 协同制定品牌年度策略，整合多方资源制定合理完善的推广活动 - 协同推进品牌下各门店推广项目的合理规划及项目策划 - 统筹管理所负责项目，协调内外各环节人员，在指定周期内搞笑进行项目落地和执行 - 管理品牌标准，确保品牌对外输出的一致性和标准性 【需要拥有的技能】 - 拥有广告学、市场营销、新闻传播相关知识和行业背景 ,厦门-思明区-莲岳路213号厦门NOA诺亚酒店,厦门分形科技,电商 / 不需要融资 / 15-50人,['电商平台'],“薪资福利： 五险、商业保险、带薪年假、住房补贴”
66,新媒体编导 软件园二期 双休,10k-15k,厦门,集美区,1-3年,大专,全职,"岗位职责1、短视频策划，主要负责公司主播的形象策划，包括主播定位，视频选题，脚本拟定和制定拍摄计划；2、熟悉抖音、B站、快手等网络平台的视频新玩法,能够根据不同项目、策划方案出脚本,提供剪辑思路;3、关注互联网、时尚动态、热点事件、直播风向，结合热点策划组织相关内容；4、具备一定的营销思维,能通过自己的思考,制作出符合新媒体传播风格的、接地气的作品;协助公司线上视频拍摄及剪辑，完成拍摄场景的布光、收音和机位设置等。按照要求对视频进行后期粗剪和精简，包括：包装，剪辑，调色，音频处理。任职要求",厦门-思明区-吕岭路1733号创想中心A座808-813,厦门分形科技,电商 / 不需要融资 / 15-50人,['电商平台'],“薪资福利： 五险、商业保险、带薪年假、住房补贴”
67,日语翻译,5k-10k,厦门,思明区,不限,本科,全职,岗位职责: 1、负责市场上的产品信息采集，分析 2、深入理解产品，掌握市场脉动，提炼有关品牌产品形象的卖点。 3、懂得如何用日文宣传项目痛点，卖点，完成产品日文文案并能指导设计部门进行产品页面的修改。 4，负责产品供应商对接，样品，订单，交期流程跟进。 5，协助日本客服解决项目在售前，售中，售后的客户咨询。 岗位要求: 1日语具有较好的日语听，说，读，写，译能力，特别是写作能力。 ,厦门-思明区-思明区软件园二期望海路57号楼之一801d,齿物科技,电商 消费生活 / 未融资 / 15-50人,"['电商平台', '新零售', '中国市场', '天猫', '直通车']",“电商运营”
68,高级数据经营分析师,15k-30k,厦门,湖里区,不限,本科,全职,"岗位职责:- 业务数据指标日常监测、分析，及时准确识别异常事件，为业务指标异常提供预警、检测和解读；
- 实时跟踪业务部门的运营状况，为提升业务效率和目标完成率提供数据服务支撑；
- 深入业务部门，收集数据需求，为业务团队提供反馈运营状况的数据报表，完成深入的专项数据分析并形成可视化分析报告；
- 与业务部门、数据指标部门沟通协作，推动指标优化及数据指标使用场景的落地；

岗位要求：
- **本科及以上学历，互联网、零售、供应链行业相关工作背景，熟悉互联网行业数据运营、数据分析相关工作，支撑过企业业务分析、经营分析、运营分析等工作优先；
",厦门-思明区-中航紫金广场A幢,朗新科技,软件服务｜咨询 / 上市公司 / 2000人以上,"['物联网', '软件服务｜咨询']",“六险一金 年终奖 免费体检 带薪年假病假”
69,资深游戏数值策划,20k-40k,厦门,思明区,5-10年,本科,全职,"岗位职责： 

1、根据MMORPG类产品的目标和社群的需求，制定为玩家提供持续成长感的游戏内容计划，并设计相应的数值体系； 

2、建立角色数值成长、技能设计和关卡设计之间的联系性，达到成长曲线和挑战兴趣曲线的契合； 

3、通过设计和持续维护数据埋点架构，对系统和内容的设计有效性进行持续的评估； 

4、根据基础运营数据的实时变化，提出数据挖掘的需求并探寻运营数据变化的准确原因； 

5、对新内容和系统组织试玩测试、QA验证和线上测试跟踪的完善测试架构，加快验证的迭代速度； 

6、深入理解团队设计工作流程和理念，协助策划团队将数值设计和数据验证的工作流程融入整体设计工作流程中，为判断设计的有效性提供权威的信息； 

7、协助运营和广告投放团队进行数据分析，设计符合社群需求的付费体系。 



岗位要求： 

1、5年以上 MMORPG 或成长类卡牌/RPG 游戏的关卡内容设计制作经验； 

2、对玩家体验和感受方面有深入的认知，能够建立数值模型到玩家体验和感受之间的联系； 

3、对市面上优秀游戏数值模型与系统有研究与自己的见解； 

4、具备良好的学习能力和钻研能力，能够独立完成专项技术研究； 

5、具备良好的沟通能力和团队协作精神，面对复杂需求时能够通过协作分解和解决问题； 

6、有一定的创新能力，在数据分析、挖掘等工作中有自己独特的见解，从数据中发现价值用以支持决策； 

7、具备较好的数学功底，有良好数值感受，对游戏数值方面有较深入研究者优先。",,成功易,企业服务、广告营销 / 不需要融资 / 150-500人,"['中国市场', '广告优化师', '信息流广告', '广点通']",“入职培训、五险一金、定期调薪、带薪年假”
70,HRBP,20k-30k,厦门,思明区,3-5年,本科,全职,"工作职责 
1、为业务快速扩张和发展提供招聘支持，确保业务按计划开展和达成； 

2、推业务线人才发展通道建设并优化，通过人才盘点、关键人才培养、接班人计划等方式为组织选拔、培养和保留人才； 

3、培训体系的搭建，创建多渠道、形式和内容丰富的员工培训，提升员工战斗力和专业能力； 

4、员工关系管理，定期和员工交流，了解员工心态，关注员工发展； 

5、传承宣导公司文化，发扬价值观，简历沟通渠道，成为员工与团队管理者、员工与公司的沟通纽带、意见建议的反馈对象，提升团队凝聚力 

任职要求 
﻿1、211本科及以上，2年以上人力资源相关工作经验，科技类IT公司优先； 

2、熟悉人力资源各大模块，有丰富的经验，能够深入思考，遇到问题时能够快速准确做出专业判断和决策； 

3、熟悉劳动法，能够熟练依据法律法规给与管理者和员工有效的建议并解决问题。 

4、逻辑思考，数据分析能力、沟通能力、学习能力，积极主动，有责任心，抗压性强。",厦门-思明区-观日路38号厦门市软件园观日路38号楼,百威投资（中国）有限公司,制造业 / 上市公司 / 2000人以上,"['营销服务｜咨询', '数据服务｜咨询', 'TO B', '数据运营', '中国市场']",“世界五百强”
71,直播运营,8k-12k,厦门,莲前,3-5年,本科,全职,"1、负责直播活动的整体规划,包括直播脚本、主题策划、玩法、流程执行 
2、负责平台直播的运营管理工作,创建引导和维护核心用户 
群,收集用户需求,对直播提岀持续改进意见并协议,调跟 
进相关改善,提升用户体验; 
3、对产品直播,内容营销和渠道推广效果进行持续监控,并做 
数据分析,提高用户在线时长,增强用户黏度;对运营优化做岀 
迅速响应和调整,确保运营效果; 
4、深挖粉丝需求,定期策划在线直播活动,激发粉丝参与度,提 
升直播平台氛围、流量和影响力; 
提炼、整理、包装有价值的优质内容,负责内容架构,组纟 
策划热点话题和活动打造店铺直播标杄; 
6、负责对接內部各业务部门、包括內容运营及店铺运营,进 
行相应活动联合策划及工作协调。 

【任职资格】 
1、2年以上直播运营相关工作经验,有1年团队管理工作经验优 
、具备较强的沟通协调能力;执行力强,抗压能力强 
2、有直播卖货经验,熟悉电商平台; 
3、具备较好的人际交往知识和经验 
4、有良好的职业道德,能够为公司及主播保守机密; 
5、熟悉社交平台规则、清楚行业动态、了解平台稳定性 
",厦门-思明区-莲前西路2号莲富大厦1楼如家派柏·云酒店(厦门火车站莲坂地铁站店),建发生活资材,"消费生活,物流|运输,电商 / 不需要融资 / 150-500人","['贸易｜进出口', '物流｜运输', '物流跟单', '仓储管理', '异常处理']",“发展平台大，国企背景稳定，薪资福利保障。”
72,总行投行产品经理岗,10k-20k,厦门,新店,3-5年,本科,全职,"工作职责 
1、负责各类投行业务的营销管理和推动工作，制定并推动针对性的营销措施，包括银团贷款、并购融资等业务的融资方案设计、组织推动及协助分行进行客户营销。 
2、负责投行业务创新产品研发，对宏观、行业及政策趋势开展研究，提出业务研发及开展建议，包括但不限于牵头开展创新业务调研、同业交流、新产品可行性分析、制度建设等工作。 
3、根据银行发展规划，制定全行投行业务的发展策略、业务方向、工作计划和政策措施，协助开展各分行考核管理工作。 
4、负责银团、并购等业务的立项审查、风险监控、合规管理、监管数据报送等综合性事务。 

任职资格 
1、本科及以上学历，经济、金融、数学、财务、统计等相关专业； 
2、具有2年及以上银行、证券、基金、信托等投资银行、金融投资管理、投资研究、投资咨询等相关工作经验； 
3、对银团贷款、并购融资、投贷联动等投行业务较为熟悉，具备相关业务实操经验； 
4、具有良好数据分析能力和写作能力； 
5、性格乐观向上，有较强的责任心、团队协作精神以及学习适应能力；沟通及语言表达能力强；善于主动思考，积极解决问题，能够承受工作压力。",厦门-思明区-国际银行,铂爵旅拍文化集团有限公司,文化传媒 / 未融资 / 2000人以上,"['电商平台', '社交平台', '中国市场', '腾讯', '今日头条']",“五险一金，13薪，双休，发展空间大”
73,投行产品经理,15k-25k,厦门,湖里区,3-5年,本科,全职,工作职责 1、负责各类投行业务的营销管理和推动工作，制定并推动针对性的营销措施，包括银团贷款、并购融资等业务的融资方案设计、组织推动及协助分行进行客户营销。 2、负责投行业务创新产品研发，对宏观、行业及政策趋势开展研究，提出业务研发及开展建议，包括但不限于牵头开展创新业务调研、同业交流、新产品可行性分析、制度建设等工作。 3、根据银行发展规划，制定全行投行业务的发展策略、业务方向、工作计划和政策措施，协助开展各分行考核管理工作。 4、负责银团、并购等业务的立项审查、风险监控、合规管理、监管数据报送等综合性事务。  任职资格 1、本科及以上学历，经济、金融、数学、财务、统计等相关专业； ,厦门-思明区-鹭江道8号国际银行大厦,婚礼纪,生活服务 / D轮及以上 / 500-2000人,"['软件服务｜咨询', '生活服务']",“六险一金、周末双休、带薪年病假”
74,产品总监,20k-40k,厦门,思明区,5-10年,本科,全职,"优先考虑： 
saas供应链产品经验，鞋服行业b端经验 
工作内容： 
1、根据公司的商业模式及战略目标，规划、设计并推动相关产品线的开发及落地； 
2、负责进行市场调研、用户研究，梳理业务需求，洞察供应链运营管理业务的诉求和痛点，完成产品市场需求，竞品分析及产品原型等文档； 
3、负责相关岗位的沟通，推动产品开发进度，把控产品质量； 
4、负责产品数据分析，持续优化迭代，提升用户体验； 
5、负责产品项目周期，保障产品如期上线或更新。 
任职要求： 
1、**本科及以上学历，至少5年以上大型产品、项目经验； 
2、有电商、鞋类B2B或saas供应链等产品经验者优先安排； 
3、具备优秀的互联网逻辑思维，敏锐的市场洞察能力，系统全局的思考能力； 
4、具备较强的表达和沟通能力，有想法、有激情，优秀的团队合作能力。",厦门-思明区-思明区海峡明珠广场4003-1,南方科宇,电商 / 不需要融资 / 150-500人,['医疗健康'],“入职缴纳五险一金、团队氛围好”
75,hrbp-签三方,20k-30k,厦门,集美区,3-5年,本科,全职,"工作职责 
1、为业务快速扩张和发展提供招聘支持，确保业务按计划开展和达成； 

2、推业务线人才发展通道建设并优化，通过人才盘点、关键人才培养、接班人计划等方式为组织选拔、培养和保留人才； 

3、培训体系的搭建，创建多渠道、形式和内容丰富的员工培训，提升员工战斗力和专业能力； 

4、员工关系管理，定期和员工交流，了解员工心态，关注员工发展； 

5、传承宣导公司文化，发扬价值观，简历沟通渠道，成为员工与团队管理者、员工与公司的沟通纽带、意见建议的反馈对象，提升团队凝聚力 

任职要求 
﻿1、2年以上人力资源相关工作经验，科技类IT公司优先； 

2、熟悉人力资源各大模块，有丰富的经验，能够深入思考，遇到问题时能够快速准确做出专业判断和决策； 

3、熟悉劳动法，能够熟练依据法律法规给与管理者和员工有效的建议并解决问题。 

4、逻辑思考，数据分析能力、沟通能力、学习能力，积极主动，有责任心，抗压性强。",厦门-思明区-白鹭洲公园-观日路38号厦门市软件园观日路38号楼,酷熊科技,"移动互联网,金融 / 不需要融资 / 15-50人",[],“晋升空间”
76,销售专员销售代表,7k-10k,厦门,思明区,在校/应届,本科,全职,"岗位职责： 
1、负责客户询盘接待； 
2、负责开拓市场，建设渠道，并达成销售目标； 
3、通过各种渠道宣传公司及产品，策划相关市场活动 
4、负责跟进处理业务工作，包括报价与订单跟进、报表数据分析、合作签约、结款等工作。 

任职要求： 
1、本科及以上学历，专业不限； 
2、谈吐大方，喜欢与人打交道，良好的沟通能力和语言表达能力； 
3、具有优秀的写作能力和统计分析能力，能熟练使用办公室软件； 
4、工作积极主动、执行能力强、理解能力高、细心认真负责、抗压、稳定性强。",厦门-思明区-思明区软件园二期观日路56号楼10层睿云联网络通讯技术有限公司,深圳市威富视界有限公司,IT技术服务｜咨询 / 未融资 / 500-2000人,['数据分析'],“五险一金、年终奖金、住房补贴、员工生日福利；”
77,增长产品经理（C端）,12k-24k,厦门,金尚路,3-5年,本科,全职,"岗位职责 

1.负责C端资格证考试类产品用户增长，对用户全生命周期制定规划与精细化运营策略，持续优化用户获取、承接、活跃、召回等环节； 
2. 关注用户的数据与指标，深挖业务数据，找出撬动业务增长的关键点，用数据驱动增长； 
3. 与运营、渠道、技术等团队紧密合作，基于有效数据洞察，识别内外部增长机会，制定增长专项并推动专项快速落地； 
4.对增长目标负责，根据实验与落地效果，持续迭代专项。 

岗位要求 

1.3年以上互联网To C产品用户增长经验，对内容行业有一定了解。 
2.对数据敏感，善于发掘产品策略优化点和增长点，能挖掘用户需求并制定有效的解决方案并落地。 
3.目标感强，具备数据分析能力，掌握SQL/Tableau等工具尤佳。有独立完整的数据分析经验，快速发掘业务增长点。 
4.具有很强的自驱意识，主动学习相关知识，具有一定创新能力。",厦门-集美区-诚毅北大街软件园三期A01栋7楼704-3,第一页网络,"电商,移动互联网 / 未融资 / 150-500人","['专业服务｜咨询', 'TO B', 'TO C', '产品运营']",“双休”
