,工作标题,工作链接,工作地点,薪资,年限,学历,公司名,公司链接,公司行业,融资情况,人数,标签,福利
257,高级爬虫工程师,/job_detail/3c4354687c79daa21XR63ti7E1dY.html,广州·番禺区·大学城,25-40K·14薪,5-10年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Java', '分布式技术', '网络爬虫技术', '数据结构', '多线程', '网络编程', '多进程', 'Linux']",带薪年假，定期团建，股票期权，通讯补贴，员工旅游，定期体检，五险一金，餐补，全勤奖，节日福利，加班补助，补充医疗保险，年终奖，零食下午茶
258,运维工程师,/job_detail/38bae51787e20b4d1nN_2NW8EVdW.html,广州,11-22K·14薪,经验不限学历,不限,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['Linux', 'Python', 'Shell', 'Redis', 'NoSQL', 'MongoDB', 'MySQL', '网络运维']",年终奖，全勤奖，五险一金
259,中高级爬虫工程师,/job_detail/4ae5006ff7e49fad1nx43tS0EVVZ.html,广州·番禺区·大学城,15-30K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['网络爬虫技术', '多进程', '网络编程', '数据结构', '多线程', 'Python', 'JS 逆向', '数据采集']",五险一金，节日福利，零食下午茶，股票期权，年终奖，补充医疗保险，餐补，全勤奖，定期团建，通讯补贴，员工旅游，带薪年假，加班补助，定期体检
260,Python开发工程师,/job_detail/bedd8e437cfb62721nN_29m0FlZV.html,广州·黄埔区·中心城,13-26K·15薪,3-5年,本科,多益网络,/gongsi/0aed2b8296e46d411HB509U~.html,互联网,不需要融资,1000-9999人,"['分布式技术', '网络爬虫技术', 'Redis', 'NoSQL', 'MongoDB', 'MySQL', 'Django', 'Python ']",年终奖，全勤奖，五险一金
261,高级/资深爬虫开发工程师,/job_detail/015ea726cd72ffa21nF90tW7EldX.html,广州,18-35K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Python', '网络爬虫技术', '数据采集', 'APP逆向']",五险一金，加班补助，零食下午茶，年终奖，带薪年假，员工旅游，定期团建，节日福利，通讯补贴，股票期权，补充医疗保险，定期体检，餐补，全勤奖
262,中高级爬虫开发工程师（可视频面试）,/job_detail/9d6249c25a07976e1XV909S1FlRX.html,广州·番禺区·大学城,15-30K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Java', '网络爬虫技术', '分布式技术', '数据结构', 'python', '爬虫开发', '逆向开发', 'JS反爬']",零食下午茶，五险一金，节日福利，股票期权，全勤奖，定期团建，补充医疗保险，带薪年假，餐补，定期体检，员工旅游，年终奖，通讯补贴，加班补助
263,爬虫逆向工程师,/job_detail/d7986537279b73911nx_2dW_E1VQ.html,广州·番禺区·大学城,20-40K·14薪,5-10年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Python', 'MySQL', '爬虫攻坚', '逆向', '爬虫架构']",补充医疗保险，零食下午茶，加班补助，定期体检，定期团建，餐补，员工旅游，节日福利，全勤奖，年终奖，带薪年假，股票期权，通讯补贴，五险一金
264,高级/资深爬虫开发工程师,/job_detail/9b46b65c2bb24b1a1nJz29i8GFVU.html,广州·番禺区·大学城,20-40K·14薪,5-10年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Python', '网络爬虫技术', '分布式技术', 'MongoDB', '逆向', '反爬']",节日福利，补充医疗保险，餐补，通讯补贴，定期团建，股票期权，年终奖，加班补助，带薪年假，零食下午茶，定期体检，员工旅游，全勤奖，五险一金
265,Python爬虫开发工程师,/job_detail/82a15c211e442d671nJz29i-FFFU.html,广州·番禺区·大学城,13-25K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['网络爬虫技术', '数据结构', '多线程', '多进程', '爬虫开发']",节日福利，补充医疗保险，零食下午茶，定期体检，定期团建，员工旅游，餐补，全勤奖，年终奖，五险一金，加班补助，带薪年假，通讯补贴，股票期权
266,前端工程师（爬虫大数据方向）,/job_detail/5e1e504f5c35755a1nN53NS-EFtU.html,广州·番禺区·大学城,15-30K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['前端开发', 'JavaScript', 'Linux', '数据结构', '分布式技术', 'MongoDB', '网络爬虫']",餐补，带薪年假，补充医疗保险，通讯补贴，股票期权，零食下午茶，五险一金，员工旅游，节日福利，全勤奖，年终奖，定期体检，定期团建，加班补助
267,数据采集,/job_detail/574f9e51e51eb1841XVy3d68EVNS.html,广州·番禺区·大学城,15-28K·14薪,3-5年,本科,探迹,/gongsi/8dda792e8b6182601HR72dq5.html,互联网,B轮,1000-9999人,"['Java', 'Scrapy', '爬虫开发经验', '计算机相关专业', '反爬策略和实践经验', '爬虫工程师', 'Python']",零食下午茶，补充医疗保险，五险一金，定期体检，全勤奖，股票期权，员工旅游，通讯补贴，年终奖，加班补助，节日福利，带薪年假，定期团建，餐补
